Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
2649,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎3.7 GHz Intel_Mobile_CPU,‎LPDDR5,,‎64 GB Emmc,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11a/g/n/ac,‎3,,‎hp,"‎HP 15.6"" Chromebook",‎HP Chromebook Laptop,,‎Chrome OS,‎3.81 pounds,‎14.28 x 0.78 x 9.51 inches,‎14.28 x 0.78 x 9.51 inches,‎Silver,‎Intel,‎4,‎DDR5 RAM,,‎Solid State,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.28
2651,‎15.6 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎1.7 GHz apple_ci5,‎16 GB DDR4,,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Vostro,‎3520,,‎Windows 11 Pro,‎3.65 pounds,‎14.11 x 0.61 x 9.25 inches,‎14.11 x 0.61 x 9.25 inches,‎Black,‎Intel,‎10,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0
2657,‎14 Inches,‎2880 x 1800,‎2880 x 1800 Pixels,‎3.4 GHz amd_ryzen_7,‎16 GB LPDDR5,‎6400 MHz,‎1 TB SSD,‎AMD Radeon 780M Graphics,‎AMD,‎Integrated,‎16 GB,‎802.11ax,‎4,‎8 Hours,‎HP,‎Pavilion Plus 14,‎14-EY,‎PC,‎Windows 11 Pro,‎3.19 pounds,‎12.37 x 8.96 x 0.77 inches,‎12.37 x 8.96 x 0.77 inches,‎Platinum Silver,‎AMD,‎8,‎DDR5 SDRAM,,‎PCIE x 4,‎No Optical Drive,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0
2660,‎13.3 Inches,‎1920 x 1080 pixels,,,‎64 GB LPDDR4X,,‎64 GB Emmc,,‎Qualcomm,‎Integrated,,‎Bluetooth,,,‎acer,‎Acer Chromebook,‎CP513-1H-S60F,,‎Chrome OS,‎4.34 pounds,‎22 x 4 x 14 inches,‎22 x 4 x 14 inches,‎Silver,‎Qualcomm,‎8,‎DDR4 SDRAM,‎64 GB,,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65
2661,‎13.3 Inches,‎1920 x 1080 pixels,,,‎64 GB LPDDR4X,,‎64 GB Emmc,,‎Qualcomm,‎Integrated,,‎Bluetooth,,,‎acer,‎Acer Chromebook,‎CP513-1H-S60F,,‎Chrome OS,‎4.34 pounds,‎22 x 4 x 14 inches,‎22 x 4 x 14 inches,‎Silver,‎Qualcomm,‎8,‎DDR4 SDRAM,‎64 GB,,,‎5 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.65
2662,‎15 Inches,‎1920 x 1080 pixels,,‎1.7 GHz core_i5_8350u,‎8 GB SO-DIMM,‎3.6 GHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,‎802.11ac,,,‎HP,,‎EliteBook 850 G5,,‎Windows 10 Pro,‎3.88 pounds,‎14.17 x 9.06 x 0.98 inches,‎14.17 x 9.06 x 0.98 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎SATA 3 GB/s,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.89
2663,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.3 GHz amd_ryzen_7,‎8 GB DDR4,,‎512 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,,‎802.11ax,,,‎Lenovo,,‎Lenovo,‎PC,‎Windows 11 Home,‎3.04 pounds,‎12.66 x 8.33 x 0.67 inches,‎12.66 x 8.33 x 0.67 inches,,‎AMD,‎8,‎DDR4 SDRAM,‎512 GB,‎PCIE x 4,,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0
2665,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.2 GHz core_i5,‎20 GB DDR4,‎4.2 GHz,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎20 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Dell inspiron,‎dell inspiron laptop,‎PC,‎Windows 11 Pro,‎3.82 pounds,‎14.11 x 9.27 x 0.72 inches,‎14.11 x 9.27 x 0.72 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎1 TB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.99
2666,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 GB DDR5,,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎512.00,,‎2,,‎jumper,‎EZbook-S5MAX,,,‎11,‎0.058 ounces,‎14.4 x 0.7 x 9.6 inches,‎14.4 x 0.7 x 9.6 inches,‎Gray,‎Intel,‎4,‎DDR5 RAM,‎512 GB,‎USB 3.0,‎No Optical Drive,,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.99
2667,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.3 GHz amd_ryzen_7,‎8 GB DDR4,,‎512 GB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,,‎802.11ax,,,‎Lenovo,,‎Lenovo,‎PC,‎Windows 11 Home,‎3.04 pounds,‎12.66 x 8.33 x 0.67 inches,‎12.66 x 8.33 x 0.67 inches,,‎AMD,‎8,‎DDR4 SDRAM,‎512 GB,‎PCIE x 4,,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0
2669,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.2 GHz core_i5,‎20 GB DDR4,‎4.2 GHz,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎20 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Dell inspiron,‎dell inspiron laptop,‎PC,‎Windows 11 Pro,‎3.82 pounds,‎14.11 x 9.27 x 0.72 inches,‎14.11 x 9.27 x 0.72 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎1 TB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.99
2670,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 GB DDR5,,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎512.00,,‎2,,‎jumper,‎EZbook-S5MAX,,,‎11,‎0.058 ounces,‎14.4 x 0.7 x 9.6 inches,‎14.4 x 0.7 x 9.6 inches,‎Gray,‎Intel,‎4,‎DDR5 RAM,‎512 GB,‎USB 3.0,‎No Optical Drive,,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.99
2671,‎14 Inches,‎1366 x 768 pixels,‎1366_x_768,‎1.6 GHz 1_2GHz_Cortex_A8,‎16 GB DDR4,‎2133 MHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎24 GB,"‎Bluetooth, 802.11ac",,,‎Lenovo,‎ThinkPad T480 Commercial Notebook PC,‎ThinkPad T480 Business Laptop,‎PC,‎Windows 10 Pro,‎3.63 pounds,‎9.15 x 13.25 x 0.79 inches,‎9.15 x 13.25 x 0.79 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎512,‎Solid State,‎BD-R,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,‎16 RPM,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
2674,‎12.5 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.2 GHz core_m,‎4 GB DDR3,‎2400 MHz,‎64 GB Embedded MultiMediaCard,‎Intel HD Graphics 515,‎Intel,‎Integrated,‎4 GB,‎802.11ac,‎2,‎10 Hours,‎ASUS,‎ASUS C302CA-DHM4,‎C302CA-DHM4,‎Chrome,‎Chrome OS,‎2.65 pounds,‎11 x 13 x 12 inches,‎11 x 13 x 12 inches,‎Silver,‎Intel,‎2,‎Unknown,‎64,‎Solid State,‎No Optical Drive,‎19 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,349.99
2675,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3 GHz core_i3,‎12 GB DDR4,‎4.1 GHz,‎1 TB HDD,‎Intel UHD Graphics with shared graphics memory,‎Intel,‎Integrated,,‎Bluetooth,,,‎Dell,‎‎Dell Inspiron 15,‎3000,‎PC,‎Windows 10 Home,‎4.04 pounds,‎9.8 x 14.33 x 0.71 inches,‎9.8 x 14.33 x 0.71 inches,‎Black,‎Intel,‎2,‎DDR4 SDRAM,‎128 GB,‎Serial ATA,,‎42 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
2676,‎15.6 Inches,,‎1920x1200 Pixels,‎1.8 GHz amd_ryzen_7_5700u,‎16 GB DDR4,‎1.8 GHz,‎1 TB SSD,‎AMD Radeon™ Graphics,‎AMD,‎Integrated,‎16 GB,‎Bluetooth,‎4,,‎Lenovo,‎IdeaPad Slim 5i,‎IdeaPad 5 15ALC05,,‎Windows 11 Home,‎5.6 pounds,‎14.02 x 0.67 x 9.88 inches,‎14.02 x 0.67 x 9.88 inches,‎graphite grey,‎AMD,‎8,‎DDR4 SDRAM,‎1 TB,‎USB,‎No Optical Drive,,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.99
2677,‎14 Inches,,‎1366 x 768 Pixels,‎2.4 GHz 1_2GHz_Cortex_A8,‎8 GB DDR,‎8 GHz,‎1 TB SSD,‎2.4 GHz Intel Core i3,‎Allwinner,‎Integrated,‎8 GB,"‎802.11bgn, 802.11b, 802.11b/g",‎1,,‎HP,‎HP,‎14-CF0014DX,‎PC,‎Windows 10,‎4.3 pounds,‎32.4 x 22.6 x 2 inches,‎32.4 x 22.6 x 2 inches,‎Silver,‎Intel,‎2,‎DDR4 SDRAM,‎128,‎Unknown,‎No Optical Drive,‎120 Volts,‎1 Lithium Metal batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
2678,‎116 Inches,‎1366x768,‎1366 x 768,‎1.04 GHz intel_atom,‎4 GB DDR2,‎1.6 GHz,‎32 GB Emmc,‎intel,‎Intel,‎Integrated,‎4 GB,‎802.11ax,‎2,‎11 Hours,‎SAMSUNG,‎XE501C13-S02US,‎XE501C13-S02US,‎PC,‎Chrome OS,‎2.9 pounds,‎3.3 x 19 x 12 inches,‎3.3 x 19 x 12 inches,‎Black,‎Intel,‎4,‎DDR3 SDRAM,‎32,‎FATA,‎BD-R,‎100240 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎2,‎100 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.99
2681,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 Pixels,‎2 GHz ryzen_5,‎16 GB DDR4,,‎256 GB SSD,‎Integrated AMD Radeon Graphics,‎AMD,‎Integrated,,,‎4,,‎Lenovo,‎2023Lenovo ThinkPad E16 G1,‎2023 Lenovo ThinkPad E16 G1,‎PC,‎Windows 11 Pro,‎3.99 pounds,‎14.37 x 9.45 x 0.74 inches,‎14.37 x 9.45 x 0.74 inches,‎Graphite Black,‎AMD,‎6,‎DDR4 SDRAM,,‎Solid State,,,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772.98
2684,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎core_i5,‎16 DDR4,,‎256 GB SSD,‎Intel HD Graphics 620,‎Intel,‎Integrated,,‎Bluetooth,,,‎HP,‎HP ProBook 650 G4,‎HP ProBook 650 G4,,‎Windows 10 Pro,‎6.12 pounds,,,,‎Intel,,‎DDR4 SDRAM,,‎USB 2.0/3.0,‎no,,,,,,,,‎17.13 x 13.74 x 3.31 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,219.99
2685,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080,‎2.4 GHz apple_ci7,‎8 GB SO-DIMM,‎2666 MHz,‎512 GB SSD,‎NVIDIA GTX 1050Ti,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11ac,‎4,,‎MSI,‎GF63 THIN 9RCX-615,‎GF63 THIN 9RCX -615,‎PC,‎Windows 10,‎4.1 pounds,‎14.13 x 9.99 x 0.85 inches,‎14.13 x 9.99 x 0.85 inches,‎Black,‎Intel,‎4,‎SODIMM,‎512,‎Solid State,‎No Optical Drive,‎240 Volts,,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0
2687,‎17.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎5 GHz core_i7,‎64 GB DDR4,,‎2 TB SSD,‎NVIDIA GeForce RTX 3050,‎Intel,‎Dedicated,,,‎5,,‎HP,‎Envy,‎Envy,‎PC,‎Windows 11 Home,‎5.5 pounds,‎15.68 x 10.2 x 0.78 inches,‎15.68 x 10.2 x 0.78 inches,‎Silver,‎Intel,‎10,‎DDR4 SDRAM,‎2 TB,‎PCIE x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.76
2688,‎17 Inches,‎3840 x 2400 pixels,‎3840 x 2400 Pixels,‎4.6 GHz core_i7,‎16 GB DDR4,‎3200 MHz,‎512 GB SSD,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎RTX 3050,‎4 GB,‎Bluetooth,,,‎Dell,‎XPS 17 9710,‎XPS9710-7265SLV-PUS,‎PC,‎Windows 10 Pro,‎5.53 pounds,‎9.76 x 14.74 x 0.77 inches,‎9.76 x 14.74 x 0.77 inches,‎Silver,‎Intel,‎8,‎SDRAM,‎512 GB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569.29
2689,‎11.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎2.4 GHz celeron,‎4 GB DDR3,,‎SSD,‎Intel HD Graphics 500,‎Intel,‎Integrated,‎4,‎802.11a/b/g/n/ac,‎1,‎8 Hours,‎ASUS,‎VivoBook Flip J202NA-DH01T,‎J202NA-DH01T,,‎Windows 10,‎2.8 pounds,‎15.9 x 12.8 x 9.7 inches,‎15.9 x 12.8 x 9.7 inches,‎Gray,‎Intel,‎1,‎DDR3 SDRAM,‎64,‎Unknown,,‎3.7 Volts,‎2 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0
2690,‎15.6 Inches,‎1366 x 768 pixels,,‎3.4 core_i3_1115g4,‎8 GB DDR4,‎2400 MHz,‎256 GB SSD,,‎Intel,‎Dedicated,,‎802.11ax,‎2,,‎Lenovo,‎Lenovo Ideapad,‎81X800KLUS,,‎Windows 11 Home,‎5.2 pounds,‎14.3 x 10 x 0.78 inches,‎14.3 x 10 x 0.78 inches,‎Almond,‎Intel,‎2,‎DDR4 SDRAM,‎256 GB,‎Solid State,‎BD-R,‎3.7 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.57
2692,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.4 GHz core_m3_8100y,‎4 GB DDR3,,‎128 GB,‎Intel HD Graphics 400,‎Intel,‎Integrated,‎4 GB,,‎1,,‎ASUS,‎ASUS Chromebook C425,‎C425TA-AS348F,,‎Chrome OS,‎2.8 pounds,‎12.67 x 8.19 x 0.67 inches,‎12.67 x 8.19 x 0.67 inches,,‎Intel,‎2,‎DDR3 SDRAM,‎128 GB,‎USB,‎No Drive,‎15 Volts (DC),‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.99
2696,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎1 GHz core_i5_1035g1,‎8 GB DDR4,‎3.6 GHz,‎256 GB SSD,‎Integrated Intel Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ac,,‎8 Hours,‎acer,‎A315,‎A315-56-594,‎A315-56-594,‎Windows 10,‎5.39 pounds,‎14.3 x 9.7 x 0.78 inches,‎14.3 x 9.7 x 0.78 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎Solid State,,‎5 Volts,‎1 Lithium Metal batteries required. (included),‎Battery Powered,‎2,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1
2698,‎15.6 Inches,‎1366x768,‎1366 x 768,‎2.5 GHz apple_ci5,‎8 GB DDR4,‎2133 MHz,‎2 TB HDD,‎Intel HD Graphics 620,‎Intel,‎Integrated,‎2 MB,‎802.11bgn,‎1,,‎Dell,‎Dell Inspiron 15,‎Dell Inspiron 15,‎PC,‎Windows 10,‎5.07 pounds,‎14.84 x 10.2 x 0.87 inches,‎14.84 x 10.2 x 0.87 inches,‎Black,‎Intel,‎2,‎DDR4 SDRAM,‎0.01,‎Serial ATA,‎No Optical Drive,‎3.6 Volts,‎1 Lithium Metal batteries required. (included),,‎1,‎5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0
2699,‎13.3 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎4.5 GHz ryzen_5,‎8 GB LPDDR4X,,‎256 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,‎8 GB,‎802.11ax,‎3,,‎Lenovo,"‎Lenovo Yoga 6 2-in-1 13.3"" touch laptop",‎Lenovo Yoga 6 2-in-1,,‎Windows 11 Home,‎3.01 pounds,‎11.97 x 0.72 x 8.58 inches,‎11.97 x 0.72 x 8.58 inches,‎8GB RAM | 256GB SSD,‎AMD,‎6,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0
2700,‎11.6 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎1.6 GHz celeron,‎4 GB LPDDR3,‎1.6 GHz,‎32 GB Embedded MultiMediaCard,‎Intel HD Graphics 510,‎Intel,‎Integrated,,‎802.11ac,‎3,‎14 Hours,‎acer,‎C771-C4TM,‎C771-C4TM,‎Chrome,‎Chrome OS,‎2.98 pounds,‎11.72 x 8.23 x 0.82 inches,‎11.72 x 8.23 x 0.82 inches,‎Black,‎Intel,‎2,‎DDR3 SDRAM,‎32,‎Unknown,‎No Optical Drive,‎5 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0
2702,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.9 GHz ryzen_9,‎32 GB DDR5,‎4800 MHz,‎1 TB SSD,‎NVIDIA GeForce RTX 3070,‎NVIDIA,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎4,‎5 Hours,‎ASUS,‎VivoBook Pro 15X,‎M6501RR-DB96,‎PC,‎Windows 11 Home,‎4.63 pounds,‎13.99 x 0.82 x 9.44 inches,‎13.99 x 0.82 x 9.44 inches,‎Black,‎AMD,‎8,‎DDR5 RAM,‎1 TB,‎Solid State,‎No Optical Drive,‎20 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.43
2706,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎2.8 GHz celeron_n4020,‎4 GB DDR4,‎2.8 GHz,‎64 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎8 GB,‎Bluetooth,‎3,‎12 Hours,‎ASUS,‎E410,‎E410,‎PC,‎Windows 11 Home,‎2.87 pounds,‎12.8 x 8.54 x 0.72 inches,‎12.8 x 8.54 x 0.72 inches,‎Rose Gold,‎Intel,‎4,‎DDR4 SDRAM,‎64 GB,‎PCIE x 8,‎No Optical Drive,‎12 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
2707,‎13.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.9 GHz apple_ci3,‎8 GB DDR4,‎2400 MHz,‎128 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,"‎802.11b, 802.11a, 802.11g",,‎11 Hours,‎HP,‎HP Pavilion,‎5FS56UA,,‎Windows 10,‎2.9 pounds,‎12.24 x 8.31 x 0.61 inches,‎12.24 x 8.31 x 0.61 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎128,‎Serial ATA,,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.99
2712,‎12 Inches,‎1366 x 768 pixels,‎1366 x 912,‎2.8 GHz celeron_n4020,‎4 GB LPDDR4,‎2.8 GHz,‎32 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎Bluetooth,‎4,‎12 Hours,‎acer,‎CB512-C1KJ,‎NX.A8GAA.001,,‎Chrome OS,‎3.09 pounds,‎11.65 x 9 x 0.8 inches,‎11.65 x 9 x 0.8 inches,‎Black,‎Intel,‎2,‎DDR4 SDRAM,‎32 GB,‎USB 3.1,‎No Optical Drive,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.99
2713,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.6 GHz core_i5,‎8 GB DDR4,,‎512 GB SSD,‎NVIDIA GeForce RTX 3050,‎Intel,‎Dedicated,,‎802.11ax,‎3,,‎HP,‎HP Laptop,,,‎Windows 11 Home,‎5.06 pounds,‎14.09 x 0.93 x 10.4 inches,‎14.09 x 0.93 x 10.4 inches,‎Blue,‎Intel,‎8,‎DDR4 SDRAM,,‎PCIE x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.99
2715,‎16 Inches,‎3840 x 2160 pixels,‎3840 x 2400 Pixels,‎4 GHz intel_core_i9,‎32 SDRAM,,‎1 TB SSD,‎NVIDIA RTX 4000 Ada GPU 12GB GDDR6,‎NVIDIA,,‎12 GB,‎802.11ac,‎4,,‎Lenovo,‎Lenovo ThinkPad P16 Gen 2,‎21FA0029US,‎PC,‎Windows 11 Pro,‎6.49 pounds,‎14.3 x 10.5 x 1.2 inches,‎14.3 x 10.5 x 1.2 inches,‎Silver,‎Intel,‎24,‎DDR5 SDRAM,‎32 GB,‎PCIE x 4,,‎230 Volts,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299.0
2716,‎15.6 Inches,‎1920x1080,,‎1.6 GHz apple_ci5,‎8 GB DDR4,‎2400 MHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎2 MB,‎802.11ac,,‎8 Hours,‎Lenovo,‎yoga 730,‎81CU000BUS,‎PC,‎Windows 10,‎2.6 pounds,‎14.2 x 9.8 x 0.7 inches,‎14.2 x 9.8 x 0.7 inches,‎Iron Gray,‎Intel,‎1,‎SODIMM,‎256,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0
2731,‎15.6 Inches,‎1920 x 1080,‎1920 x 1080,‎4.2 GHz core_i5,‎8 GB DDR4,‎3200 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,‎Bluetooth,‎3,‎7 Hours,‎Dell,‎Inspiron 15 5502,‎DELL,‎PC,‎Windows 10 Home,‎3.78 pounds,‎9.23 x 14.02 x 0.7 inches,‎9.23 x 14.02 x 0.7 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,‎512,‎Serial ATA,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,,,‎1.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0
2733,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.1 GHz ryzen_5_3500u,‎8 GB DDR4,‎1600 MHz,‎256 GB SSD,‎AMD Radeon Vega 8,‎AMD,‎Integrated,‎8 GB,‎Infrared,‎2,,‎Dell,‎i3505-A798BLK-PUS,,,‎Windows 10 Home,‎2.65 pounds,‎9.8 x 14.33 x 0.78 inches,‎9.8 x 14.33 x 0.78 inches,‎Black,‎AMD,‎4,‎DDR4 SDRAM,‎256,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0
2734,‎17.3 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎5 GHz core_i7,‎16 DDR5,,‎16 GB SSD,‎NVIDIA GeForce RTX 4060,‎Intel,‎Dedicated,‎16 GB,"‎Bluetooth, 802.11a/b/g/n",‎2,,‎HP,‎OMEN by HP 17 inch Laptop PC 17-cm2010nr,‎17-cm2010nr,,‎no optical storage,‎11.05 pounds,‎15.64 x 1.06 x 10.32 inches,‎15.64 x 1.06 x 10.32 inches,‎Black,‎Intel,‎16,‎DDR5 RAM,,‎eSATA,‎no optical storage device,‎230 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529.99
2735,‎10.1 Inches,‎1366 x 768 pixels,‎1280 x 800 Pixels,‎1.5 GHz Quad_Core_Q9000,‎1 GB,‎2400 MHz,‎8 GB SSD,‎HD Graphics,,‎Integrated,‎1 GB,‎Bluetooth,,,‎Tablets & Computers,,‎WM8880,‎Linux,,‎3.18 pounds,,,‎Black,‎VIA,‎4,‎SDRAM,,‎Unknown,,,‎1 Lithium Polymer batteries required.,,,,,,‎12.48 x 10.51 x 1.89 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,139.99
